comp_id,comp_source,comp_type,make,model,year_built,loa_ft,propulsion_type,engine_hours,region_market,condition_grade,list_price,sold_price,days_on_market,sale_date,equipment_flags,notes
comp_7755b95428a2,marketplace,sold,Hunter,31,2003,28.0,sail_aux,484,Maritimes,very_good,49138.75,41446.67,45,2023-11-08,"[""joystick""]",
comp_ee966459116b,internal_sales,sold,Chaparral,280 OSX,1994,22.34,outboard,151,Maritimes,good,9634.79,8993.46,62,2026-01-11,"[""generator""]",
comp_c5c0f5f9c2ac,brokerage,sold,Beneteau,Oceanis 31,2012,34.44,sail_aux,114,Atlantic Coast,poor,44982.28,40947.27,96,2023-09-19,"[""generator"", ""trailer""]",
comp_61d2cf0664bf,marketplace,listing,Regal,LS4,2021,17.23,sterndrive,150,Pacific Coast,good,22595.68,,89,2023-12-11,"[""joystick""]",
comp_a4442fd0bb85,marketplace,listing,Sun Tracker,Bass Buggy 18 DLX,2015,26.0,outboard,742,Great Lakes,very_good,18112.61,,30,2024-04-28,[],
comp_3f1051bf6f1b,brokerage,listing,Lund,1975 Impact,1972,17.83,inboard,6765,Pacific Coast,good,4582.75,,43,2023-12-14,"[""solar"", ""trailer"", ""generator""]",
comp_24043c759c2e,brokerage,sold,Sea Ray,SLX 260,2011,20.39,inboard,1787,Gulf Coast,excellent,44390.25,41343.81,35,2024-06-07,"[""generator"", ""autopilot""]",
comp_9dd15abae2b5,marketplace,listing,Tiara,44 Coupe,1999,38.79,sterndrive,1497,Maritimes,fair,66449.43,,17,2026-08-13,"[""solar"", ""autopilot"", ""generator""]",
comp_1020142fb67e,marketplace,listing,Lund,1975 Impact,1968,17.83,inboard,4856,Pacific Coast,fair,2743.83,,83,2026-10-28,"[""radar""]",
comp_eb7cf2368a82,marketplace,sold,Jeanneau,Sun Odyssey 349,2010,36.77,sail_aux,328,Gulf Coast,good,94593.63,82944.82,5,2026-09-23,"[""autopilot"", ""radar"", ""generator""]",
comp_c48941cf8822,brokerage,sold,Jeanneau,Leader 10.5,2020,30.83,sail_aux,271,Inland Lakes,good,104031.97,96924.0,49,2026-01-18,"[""joystick"", ""radar"", ""autopilot""]",
comp_8a6e8149301a,brokerage,listing,Chaparral,23 SSi,1991,17.21,sterndrive,2705,Atlantic Coast,fair,5396.97,,77,2023-03-05,[],
comp_57bbf1cbedb4,marketplace,listing,Sun Tracker,Bass Buggy 18 DLX,1981,22.11,outboard,1807,Inland Lakes,very_good,5582.21,,62,2023-01-11,"[""AIS""]",
comp_118e5773012b,internal_sales,sold,Tiara,38 LS,1982,27.59,sterndrive,5207,Maritimes,fair,23744.76,20554.29,264,2026-02-02,[],
comp_2b96b8d138fd,brokerage,sold,Sea Ray,Sundancer 320,1985,13.72,sterndrive,5427,Gulf Coast,good,11211.05,9886.74,18,2024-11-11,"[""autopilot"", ""radar""]",
comp_54196a2a9655,brokerage,listing,Chaparral,21 SSI,2024,18.35,outboard,224,Pacific Coast,very_good,31635.43,,32,2025-01-25,"[""joystick""]",
comp_12628fe3842a,marketplace,sold,HarborCat,26 WB,2012,8.58,jet,1921,Pacific Coast,very_good,12657.37,10937.36,42,2024-04-21,[],
comp_0513eaca9ad5,marketplace,listing,Tracker,Grizzly 1860,1975,26.0,outboard,6328,Inland Lakes,good,7037.08,,5,2023-06-21,"[""joystick"", ""AIS"", ""solar""]",
comp_e7edfd7b59fd,internal_sales,sold,Chaparral,280 OSX,2010,26.0,outboard,1433,Gulf Coast,fair,15855.31,14366.2,26,2026-01-19,[],
comp_e4095909c0b1,brokerage,sold,Formula,350 CBR,1978,42.99,sterndrive,10766,Great Lakes,poor,30900.98,26485.83,58,2025-10-01,"[""generator"", ""AIS"", ""joystick""]",
comp_02b58da34aba,marketplace,sold,Formula,350 CBR,2020,37.16,inboard,441,Great Lakes,fair,130183.97,111385.16,32,2024-10-04,[],
comp_6e5a230b3297,marketplace,listing,Sea Ray,Sundancer 320,1969,26.0,sterndrive,4171,Pacific Coast,very_good,7163.87,,41,2024-03-26,[],
comp_f1587d0ec365,brokerage,sold,Formula,290 BR,1992,39.77,inboard,3518,Great Lakes,very_good,75735.55,64691.51,74,2024-04-09,"[""joystick""]",
comp_0024e16f73d7,marketplace,sold,Sea Ray,Sundancer 320,1970,46.11,sterndrive,696,Pacific Coast,good,44174.1,42112.74,5,2026-02-05,"[""generator"", ""radar"", ""AIS""]",
comp_5bb24fc6b754,brokerage,sold,Chaparral,280 OSX,2014,25.21,outboard,561,Pacific Coast,very_good,27620.91,26452.56,14,2026-11-27,"[""autopilot""]",
comp_34b0dda99f33,brokerage,listing,Sea Ray,SDX 250,1986,19.49,outboard,6543,Pacific Coast,fair,5811.96,,31,2025-03-16,"[""solar"", ""autopilot""]",
comp_b0c5b3d04ff0,brokerage,listing,Regal,LS4,1973,22.3,outboard,1564,Gulf Coast,good,5960.05,,54,2025-07-26,"[""joystick""]",
comp_1594cd02d28c,brokerage,sold,Jeanneau,Leader 10.5,2008,36.66,inboard,404,Atlantic Coast,fair,59901.62,57085.49,40,2026-01-04,"[""solar""]",
comp_87c57ea4fab3,brokerage,sold,Yamaha WaveRunner,VX Cruiser,2008,12.31,jet,653,Pacific Coast,poor,1831.5,1761.82,14,2023-12-27,"[""joystick"", ""solar""]",
comp_aa11cef286b3,brokerage,sold,Tiara,38 LS,2016,38.31,sterndrive,564,Atlantic Coast,very_good,145666.62,135743.89,34,2025-12-10,"[""autopilot"", ""solar""]",
comp_7011ed5e64e4,internal_sales,sold,Beneteau,Oceanis 41.1,2015,33.8,sail_aux,384,Pacific Coast,good,84175.16,71865.14,15,2023-07-14,"[""solar"", ""radar""]",
comp_057dcdef8774,marketplace,sold,Sea Ray,SLX 260,2020,50.2,sterndrive,1773,Atlantic Coast,fair,156804.31,148233.92,69,2025-11-19,"[""AIS""]",
comp_5ed8b50d85d4,internal_sales,sold,Chaparral,21 SSI,2020,20.36,sterndrive,189,Atlantic Coast,fair,20782.66,19855.71,79,2025-12-25,"[""radar""]",
comp_9d16488aeb68,marketplace,sold,Grady-White,191 CE,2019,26.0,inboard,539,Gulf Coast,fair,27972.66,25902.74,158,2023-01-02,"[""radar"", ""generator"", ""AIS""]",
comp_54a1f0dbda95,brokerage,listing,Chaparral,23 SSi,1977,18.3,sterndrive,1466,Inland Lakes,fair,4572.75,,39,2026-11-14,"[""AIS"", ""joystick"", ""solar""]",
comp_47f05f6094a5,marketplace,sold,Grady-White,336 Canyon,1988,26.0,outboard,2350,Great Lakes,good,12169.08,11573.3,13,2024-10-24,"[""trailer"", ""generator"", ""joystick""]",
comp_d0ae53107373,brokerage,listing,Harris,Solstice 230,1988,19.38,outboard,173,Gulf Coast,good,5308.93,,106,2024-05-17,"[""trailer"", ""joystick""]",
comp_507c068e024b,brokerage,sold,Tiara,38 LS,2007,48.95,inboard,724,Pacific Coast,fair,106286.9,91322.55,112,2024-10-23,"[""autopilot"", ""solar"", ""radar""]",
comp_19a93169e897,brokerage,sold,Jeanneau,Leader 10.5,2026,35.89,inboard,0,Maritimes,very_good,135986.07,122207.48,35,2023-06-23,"[""solar"", ""trailer"", ""AIS""]",
comp_456502d3680e,marketplace,sold,Boston Whaler,230 Outrage,2009,17.89,inboard,2323,Great Lakes,excellent,16474.18,13963.19,35,2023-11-27,"[""AIS"", ""generator""]",
comp_14030c859e77,brokerage,sold,Sea Ray,SLX 260,2018,27.39,sterndrive,457,Pacific Coast,poor,47956.83,44411.03,45,2024-03-12,"[""generator"", ""AIS""]",
comp_dda7b3954342,marketplace,sold,Regal,LS4,2024,25.86,outboard,0,Inland Lakes,good,46753.87,40789.16,48,2025-06-03,"[""radar""]",
comp_d0a1f92afd17,marketplace,listing,Tiara,44 Coupe,1986,48.14,sterndrive,915,Pacific Coast,fair,66593.35,,22,2026-11-08,[],
comp_6fad0f4b7840,internal_sales,listing,Chaparral,21 SSI,1980,14.47,sterndrive,2280,Gulf Coast,very_good,4274.37,,56,2023-10-24,"[""solar"", ""joystick""]",
comp_3487d252fe18,brokerage,sold,Carver,C40 Command Bridge,1997,35.94,sterndrive,1297,Maritimes,fair,53301.07,50382.84,38,2026-12-12,[],
comp_46e29266ef63,marketplace,listing,Regal,26 XO,1986,22.29,outboard,2351,Inland Lakes,very_good,8893.02,,34,2026-08-21,"[""trailer"", ""AIS""]",
comp_7495f7bae447,brokerage,sold,Harris,Cruiser 210,1987,15.89,outboard,2376,Maritimes,good,3827.15,3709.38,16,2024-12-26,"[""autopilot"", ""trailer"", ""solar""]",
comp_2316e083af35,marketplace,sold,Boston Whaler,170 Montauk,2003,22.35,outboard,1313,Pacific Coast,good,18206.87,15504.17,12,2026-08-05,"[""autopilot""]",
comp_2e9316f9efed,brokerage,sold,Harris,Cruiser 210,2012,24.93,outboard,332,Inland Lakes,very_good,18079.35,17451.57,79,2025-10-10,"[""joystick"", ""trailer""]",
comp_93fe87eb0f4d,internal_sales,sold,Formula,290 BR,1982,23.42,sterndrive,14514,Maritimes,poor,14084.51,13090.5,32,2023-07-21,"[""generator"", ""radar"", ""solar""]",
comp_503732217960,brokerage,listing,Tiara,44 Coupe,2023,34.03,sterndrive,512,Maritimes,fair,124214.02,,20,2025-09-23,"[""radar""]",
comp_783b5fe4c0a7,internal_sales,sold,Harris,Cruiser 210,2022,16.61,outboard,673,Atlantic Coast,good,15529.7,13065.63,60,2024-05-27,[],
comp_e067034d2050,marketplace,listing,Hunter,31,2023,40.05,sail_aux,57,Atlantic Coast,good,141357.73,,15,2025-01-13,"[""autopilot"", ""trailer"", ""generator""]",
comp_c9353644d2ba,marketplace,sold,Lund,1875 Pro-V,1993,24.96,outboard,1137,Inland Lakes,fair,10928.41,10182.26,24,2026-01-01,"[""generator"", ""solar""]",
comp_9116a87ae11f,marketplace,sold,Bennington,22 SSB,1991,27.49,outboard,719,Gulf Coast,excellent,13529.1,12789.76,35,2024-06-15,[],
comp_90d81dc9e52d,marketplace,sold,Sea Ray,SPX 190,2014,20.54,sterndrive,208,Pacific Coast,very_good,17683.54,15371.37,26,2025-07-02,"[""joystick""]",
comp_19f2ee5633aa,brokerage,sold,Bayliner,Ciera 8,2000,23.13,sterndrive,1004,Gulf Coast,good,14032.28,13430.35,25,2025-02-28,"[""trailer"", ""AIS"", ""radar""]",
comp_0688029fdbaa,marketplace,listing,Sun Tracker,Party Barge 22 DLX,2002,26.0,outboard,305,Pacific Coast,good,10197.42,,20,2025-10-18,"[""autopilot"", ""radar"", ""generator""]",
comp_5818f55dfec0,internal_sales,sold,Bayliner,DX2000,1968,21.61,outboard,8775,Pacific Coast,good,4589.74,4358.23,59,2024-05-25,[],
comp_879d2e1a3f5b,brokerage,sold,Harris,Solstice 230,2018,20.43,outboard,326,Great Lakes,excellent,20736.1,17527.62,75,2026-01-06,[],
comp_25bac74a7ebd,marketplace,sold,Alumacraft Pro,Trophy 195,1985,18.02,jet,2134,Gulf Coast,good,12923.16,11561.64,56,2026-05-01,"[""AIS""]",
comp_939df3b3e40d,marketplace,sold,Formula,350 CBR,2001,37.66,sterndrive,1953,Inland Lakes,poor,48205.27,43943.14,11,2023-05-24,"[""autopilot"", ""AIS"", ""generator""]",
comp_e39189984a43,marketplace,sold,HarborCat,36 Pilot,1969,41.89,outboard,11089,Great Lakes,fair,17891.62,16812.36,87,2023-08-08,"[""autopilot"", ""generator"", ""solar""]",
comp_8a1c44cf3ffe,marketplace,listing,Bayliner,Ciera 8,2010,18.4,outboard,189,Gulf Coast,excellent,13593.3,,22,2023-04-01,"[""generator""]",
comp_d6467800c670,brokerage,sold,Sea Ray,SPX 190,1987,18.35,sterndrive,1447,Great Lakes,fair,5178.81,4439.77,26,2025-02-02,"[""solar"", ""joystick"", ""AIS""]",
comp_0fa37970f009,marketplace,listing,Carver,C40 Command Bridge,2024,37.45,sterndrive,92,Inland Lakes,excellent,221997.53,,150,2024-01-05,"[""AIS"", ""radar"", ""joystick""]",
comp_129f096bba4e,marketplace,sold,Bennington,20 SVL,2010,21.09,outboard,1004,Great Lakes,fair,11884.95,10997.76,34,2024-09-22,[],
comp_2f3fbfa0454f,brokerage,sold,Boston Whaler,170 Montauk,2026,19.66,outboard,41,Gulf Coast,good,56352.43,54326.1,15,2023-03-24,[],
comp_a613ced92f1d,brokerage,sold,Grady-White,257 Fisherman,2020,15.69,outboard,1137,Great Lakes,poor,11768.25,9995.77,87,2025-05-07,"[""autopilot""]",
comp_a234576cbf52,internal_sales,sold,Lund,1650 Angler,2009,19.98,inboard,1388,Inland Lakes,very_good,16936.77,15806.76,75,2023-08-27,[],
comp_446677cf7693,marketplace,sold,Grady-White,191 CE,2003,26.0,inboard,408,Great Lakes,fair,13114.97,11292.7,344,2026-03-21,"[""generator""]",
comp_1156dfed4d23,marketplace,sold,Carver,C34 Coupe,2022,33.37,inboard,158,Inland Lakes,good,145623.81,140972.85,57,2023-12-11,"[""trailer"", ""solar""]",
comp_0cd925ff6907,internal_sales,listing,Regal,26 XO,1986,22.57,sterndrive,1543,Inland Lakes,very_good,10462.65,,90,2023-08-14,"[""autopilot""]",
comp_ba69c029826c,brokerage,sold,Bayliner,Ciera 8,2009,15.83,sterndrive,1187,Great Lakes,good,9403.44,8801.06,69,2026-09-23,"[""autopilot"", ""AIS"", ""radar""]",
comp_6db2a8c0c3e6,brokerage,sold,Sea Ray,SPX 190,2015,26.0,outboard,862,Atlantic Coast,fair,19872.7,17507.38,32,2026-04-21,[],
comp_bbaa10cab7a7,marketplace,sold,Bennington,22 SSB,2005,18.23,outboard,1739,Pacific Coast,very_good,6778.6,5745.33,39,2025-12-11,"[""AIS""]",
comp_9076874bb8ea,marketplace,listing,Harris,Solstice 230,2013,28.65,outboard,441,Maritimes,fair,14691.78,,107,2025-08-19,"[""solar"", ""trailer""]",
comp_1cf443ffdc3c,brokerage,sold,Regal,LS4,2007,24.71,sterndrive,154,Atlantic Coast,good,17292.8,15851.04,27,2024-12-22,"[""autopilot"", ""generator"", ""radar""]",
comp_2720b59f096d,marketplace,sold,Jeanneau,Sun Odyssey 349,2009,37.83,inboard,506,Maritimes,fair,70455.72,60485.93,64,2024-09-01,[],
comp_264a557740cc,brokerage,listing,Chaparral,23 SSi,2009,23.04,sterndrive,45,Gulf Coast,poor,9220.72,,52,2024-07-03,[],
comp_dc240287a15f,marketplace,sold,Carver,C34 Coupe,2005,42.72,inboard,3649,Maritimes,good,91990.86,83010.86,21,2024-01-11,[],
comp_3b6f9ef06ba4,marketplace,sold,Beneteau,First 27,2026,24.34,sail_aux,0,Maritimes,very_good,127289.78,117056.18,30,2023-07-11,"[""autopilot"", ""joystick"", ""solar""]",
comp_e9d4b20e0d92,marketplace,sold,SafeBoat,25 Defender,1981,9.56,outboard,1882,Maritimes,very_good,5883.6,5412.78,15,2026-05-26,"[""trailer""]",
comp_5eaa404f7a6f,marketplace,sold,Catalina,275 Sport,2010,42.11,inboard,232,Great Lakes,poor,55304.89,48690.69,159,2023-05-20,[],
comp_06544914f890,marketplace,sold,Jeanneau,Sun Odyssey 349,1985,36.27,inboard,1707,Great Lakes,very_good,60799.13,58050.62,20,2023-05-20,"[""generator"", ""trailer""]",
comp_d85071825455,marketplace,listing,Regal,26 XO,2013,20.86,sterndrive,346,Maritimes,very_good,20976.45,,7,2026-03-24,"[""AIS""]",
comp_983daee93ce4,brokerage,sold,Grady-White,191 CE,2017,26.0,inboard,697,Pacific Coast,good,26554.3,23124.46,114,2025-09-24,"[""generator"", ""solar"", ""joystick""]",
comp_812c61abad31,marketplace,listing,Formula,350 CBR,2020,43.56,inboard,309,Inland Lakes,good,210183.57,,244,2026-11-10,"[""autopilot"", ""generator""]",
comp_955a9d32e0c6,brokerage,sold,Catalina,445,2018,17.69,sail_aux,0,Pacific Coast,very_good,42139.09,39246.96,384,2026-02-25,[],
comp_28f1874a69d4,internal_sales,sold,Boston Whaler,170 Montauk,2018,29.81,inboard,760,Inland Lakes,fair,35203.01,31196.56,23,2026-10-09,"[""AIS""]",
comp_7eefe0f14ed8,marketplace,sold,Carver,C40 Command Bridge,2012,29.84,inboard,663,Atlantic Coast,fair,61519.62,59698.93,80,2024-10-18,"[""AIS"", ""autopilot"", ""generator""]",
comp_d6ff46fc621b,brokerage,listing,Sea Ray,SPX 190,2008,23.33,sterndrive,3706,Maritimes,good,45464.14,,64,2026-06-19,"[""generator""]",
comp_84f525fa794b,brokerage,sold,Lund,1650 Angler,1981,26.0,outboard,1976,Great Lakes,good,9890.58,8683.5,37,2023-04-14,"[""autopilot""]",
comp_741745222603,marketplace,sold,Sea Ray,Sundancer 320,2008,27.26,inboard,914,Maritimes,very_good,63672.2,57136.29,48,2026-11-07,"[""joystick"", ""trailer""]",
comp_ef35ad528daa,marketplace,sold,Sea Ray,SPX 190,1994,18.56,sterndrive,1136,Maritimes,good,7598.31,7212.45,30,2025-07-18,"[""solar""]",
comp_c4ae944bb29a,internal_sales,sold,Sea-Doo,RXT-X 300,1973,12.02,jet,2911,Maritimes,good,1000.0,946.99,116,2024-06-13,[],
comp_7064b5202deb,internal_sales,sold,Lund,1975 Impact,2003,22.83,inboard,2515,Pacific Coast,good,14869.85,13358.39,45,2024-10-27,"[""generator"", ""autopilot""]",
comp_ebeff8a288b2,brokerage,listing,Harris,Cruiser 210,1970,22.8,outboard,633,Pacific Coast,very_good,4047.07,,134,2025-09-04,"[""radar""]",
comp_7b324dec68a3,marketplace,sold,Boston Whaler,280 Vantage,2016,20.36,inboard,1009,Inland Lakes,good,24734.9,22137.68,17,2023-10-18,"[""solar"", ""radar"", ""trailer""]",
comp_6a4e61587dbc,brokerage,sold,Tracker,Pro Team 175,2022,26.0,inboard,712,Atlantic Coast,poor,21342.39,20757.39,20,2023-12-15,"[""joystick"", ""solar""]",
comp_902c27847954,brokerage,sold,Boston Whaler,230 Outrage,2008,29.5,inboard,790,Atlantic Coast,fair,24709.55,23410.26,82,2024-04-19,"[""radar"", ""AIS"", ""solar""]",
comp_7ca1c7dad239,brokerage,sold,Carver,C34 Coupe,1977,40.56,sterndrive,3143,Pacific Coast,good,39968.22,38324.98,22,2024-07-03,"[""joystick"", ""AIS"", ""autopilot""]",
comp_14ad53b8970c,internal_sales,sold,Bayliner,Element M17,1971,26.0,outboard,4583,Pacific Coast,fair,4576.07,4126.56,37,2025-08-27,"[""joystick"", ""radar""]",
comp_2961c7ee6567,internal_sales,listing,Sea Ray,SLX 260,2014,50.91,inboard,596,Gulf Coast,very_good,187281.93,,34,2025-10-12,"[""autopilot"", ""solar"", ""AIS""]",
comp_b7d6b7f3ef4d,internal_sales,sold,Bennington,20 SVL,2021,24.22,outboard,80,Atlantic Coast,poor,15456.95,13326.25,41,2026-02-15,"[""autopilot""]",
comp_bcee9ea7c97c,brokerage,sold,Lund,1650 Angler,2021,26.0,inboard,208,Atlantic Coast,fair,32793.44,29904.4,30,2025-12-18,"[""joystick"", ""generator""]",
comp_9227802a3829,marketplace,listing,Alumacraft Pro,Trophy 195,2017,24.04,outboard,5496,Maritimes,excellent,61763.63,,40,2024-10-11,[],
comp_d96d312ef8d3,marketplace,listing,Bayliner,DX2000,2002,20.83,sterndrive,753,Atlantic Coast,very_good,13390.71,,20,2025-08-14,"[""joystick"", ""solar""]",
comp_62395aa02e57,brokerage,sold,Alumacraft Pro,Trophy 195,2002,21.76,outboard,2477,Great Lakes,excellent,30968.46,27891.61,59,2023-01-04,"[""joystick"", ""autopilot""]",
comp_4b9adf0ad01d,brokerage,sold,Sea-Doo,RXT-X 300,1980,11.87,jet,2241,Great Lakes,good,1095.24,921.76,73,2026-05-19,[],
comp_cfaebb18248d,marketplace,sold,Boston Whaler,170 Montauk,2016,22.3,outboard,786,Gulf Coast,very_good,24489.84,21703.8,15,2023-04-24,"[""trailer""]",
comp_8befb391861c,marketplace,sold,Regal,LS4,2010,24.71,sterndrive,93,Atlantic Coast,good,18222.66,16192.35,26,2026-06-20,"[""trailer""]",
comp_99aa747221a2,marketplace,sold,Sea Ray,SLX 260,1973,15.6,outboard,2273,Maritimes,fair,2825.04,2618.23,59,2024-12-01,"[""solar"", ""AIS"", ""autopilot""]",
comp_d3dde714cbef,brokerage,listing,Catalina,445,2018,21.16,sail_aux,151,Gulf Coast,good,47590.42,,110,2026-10-24,"[""radar""]",
comp_c037067f6952,marketplace,listing,Regal,28 Express,2013,18.76,outboard,590,Gulf Coast,excellent,17233.35,,92,2026-02-24,[],
comp_710cff3f6ff1,brokerage,sold,Sun Tracker,Bass Buggy 18 DLX,1977,13.74,outboard,3068,Pacific Coast,good,2178.33,2061.43,40,2024-09-08,"[""trailer"", ""joystick""]",
comp_f3a22af51ddf,brokerage,listing,Sun Tracker,Party Barge 22 DLX,2000,21.36,outboard,2129,Maritimes,fair,6222.34,,22,2025-04-25,"[""autopilot"", ""generator""]",
comp_73f2f7fdfc14,brokerage,sold,Formula,350 CBR,2006,27.35,sterndrive,707,Maritimes,fair,53394.81,46136.47,103,2024-12-13,"[""solar"", ""radar"", ""trailer""]",
comp_44ba498cccc8,marketplace,listing,HarborCat,36 Pilot,2002,44.1,inboard,3589,Pacific Coast,very_good,72212.02,,13,2024-12-07,"[""generator"", ""radar"", ""joystick""]",
comp_624c21768a7b,marketplace,listing,Tiara,38 LS,2009,48.49,sterndrive,1620,Maritimes,very_good,140406.9,,64,2025-07-08,"[""radar"", ""AIS""]",
comp_646653841682,brokerage,sold,Sea Ray,SPX 190,1993,18.35,sterndrive,1827,Great Lakes,fair,7488.26,6833.36,38,2026-07-26,"[""radar""]",
comp_98a8c6c40947,marketplace,sold,Bennington,24 LXSB,1975,18.9,outboard,2136,Gulf Coast,very_good,4450.84,4259.81,119,2024-06-25,"[""generator""]",
comp_2caa85a66ac3,internal_sales,sold,Parker,2320 Sport Cabin,2008,28.77,outboard,10159,Pacific Coast,excellent,51098.74,45773.67,19,2025-07-18,"[""joystick""]",
comp_2847f9f053e3,internal_sales,listing,Formula,290 BR,1984,24.87,inboard,3001,Maritimes,good,30482.25,,20,2025-09-16,"[""generator"", ""AIS""]",
comp_f8691f18073d,brokerage,sold,Hunter,36,1992,26.08,sail_aux,1694,Inland Lakes,fair,24163.46,23085.76,48,2023-01-14,"[""radar"", ""trailer""]",
comp_ee142f464e6f,marketplace,sold,Sun Tracker,Bass Buggy 18 DLX,2020,22.83,outboard,569,Gulf Coast,good,19976.8,16808.43,10,2026-02-28,"[""trailer"", ""generator"", ""solar""]",
comp_10989495ccb9,brokerage,listing,Lund,1650 Angler,1988,26.0,inboard,1271,Great Lakes,good,10933.34,,23,2024-05-05,[],
comp_b68bf82021a8,internal_sales,sold,Harris,Cruiser 210,2014,17.68,outboard,240,Great Lakes,good,10257.87,9124.37,25,2025-02-10,[],
comp_a6ec2bfca896,marketplace,sold,Tiara,44 Coupe,2019,15.13,inboard,226,Pacific Coast,fair,33064.04,27921.69,55,2024-06-05,"[""generator"", ""radar""]",
comp_106c4af2de72,internal_sales,listing,Jeanneau,Leader 10.5,1975,39.84,inboard,636,Gulf Coast,fair,37414.84,,39,2025-09-24,"[""joystick"", ""autopilot""]",
comp_eb9c2eb37110,marketplace,listing,HarborCat,26 WB,2003,33.86,jet,5234,Pacific Coast,fair,41288.31,,18,2024-06-02,"[""generator""]",
comp_719869246fd9,brokerage,listing,Grady-White,191 CE,1973,26.0,inboard,1274,Pacific Coast,good,7229.11,,32,2024-06-16,[],
comp_5781d7c2258d,marketplace,sold,Formula,350 CBR,1998,38.96,inboard,366,Gulf Coast,excellent,86234.06,77639.75,74,2023-09-16,"[""generator"", ""solar""]",
comp_c26fc0484222,brokerage,listing,Harris,Cruiser 210,2010,11.14,outboard,1096,Maritimes,fair,3673.46,,45,2024-04-22,[],
comp_1fab9b2049c0,marketplace,sold,Jeanneau,Sun Odyssey 349,2022,21.93,inboard,51,Maritimes,good,62274.61,52536.41,53,2025-01-28,"[""autopilot""]",
comp_89d815bfaa46,internal_sales,sold,Harris,Solstice 230,1994,24.68,outboard,284,Gulf Coast,fair,7569.24,6638.17,36,2023-11-01,"[""radar"", ""trailer"", ""AIS""]",
comp_59b6c44c4ef1,marketplace,sold,Bennington,22 SSB,2000,18.23,outboard,2430,Pacific Coast,very_good,5008.42,4223.61,151,2023-08-11,"[""autopilot"", ""solar""]",
comp_ae6372c26c9c,marketplace,sold,Grady-White,336 Canyon,2016,21.17,inboard,639,Gulf Coast,very_good,22503.23,18916.63,73,2026-05-21,"[""radar""]",
comp_bb3fec9e0f60,marketplace,sold,Lund,1650 Angler,1986,26.0,inboard,1000,Great Lakes,fair,8679.8,7602.12,31,2024-03-26,"[""solar""]",
comp_e475ba6bc766,brokerage,listing,Tiara,38 LS,2021,35.35,sterndrive,1079,Gulf Coast,very_good,156201.01,,18,2025-08-22,"[""autopilot""]",
comp_9714da89a3f0,internal_sales,sold,Parker,2820 XLD,1982,8.0,jet,6703,Inland Lakes,very_good,4987.34,4672.42,297,2024-12-21,"[""trailer""]",
comp_0099822a635a,marketplace,sold,Bayliner,Element M17,1967,20.55,sterndrive,3448,Inland Lakes,poor,2572.08,2246.76,53,2023-05-23,"[""generator""]",
comp_a1741543881a,internal_sales,sold,Sun Tracker,Party Barge 22 DLX,2004,15.02,outboard,173,Pacific Coast,good,5546.18,4794.54,124,2026-06-25,"[""solar"", ""AIS"", ""trailer""]",
comp_ee07a113bb6b,marketplace,sold,Sea Ray,Sundancer 320,2007,18.25,sterndrive,2383,Maritimes,good,12000.24,10099.91,21,2024-01-19,"[""trailer"", ""autopilot"", ""solar""]",
